account-seq,bureau-code,treasury-code,account_name,account-deleted
0,09,86-0196,Homeownership and Opportunity for People Everywhere Grants (HOPE Grants),N
0,09,86-0234,Payment to Manufactured Housing Fees Trust Fund,N
0,09,86-0306,"Green Retrofit Program for Multifamily Housing, Recovery Act",N
0,09,86-4589,Green Retrofit Program for Multifamily Housing Financing Account,N
0,09,86-5270,Interstate Land Sales,N
0,09,86-4041,Rental Housing Assistance Fund,N
0,09,86-4044,Flexible Subsidy Fund,N
0,09,86-4353,Home Ownership Preservation Entity Fund Financing Account,N
0,09,86-4071,Nehemiah Housing Opportunity Fund,N
0,09,86-0183,FHA-mutual Mortgage Insurance Program Account,N
0,09,86-4242,FHA-mutual Mortgage Insurance Direct Loan Financing Account,N
0,09,86-4587,FHA-mutual Mortgage Insurance Guaranteed Loan Financing Account,N
0,09,86-0236,FHA-mutual Mortgage Insurance Capital Reserve Account,N
0,09,86-4070,FHA-mutual Mortgage and Cooperative Housing Insurance Funds Liquidating Account,N
0,09,86-0200,FHA-general and Special Risk Program Account,N
0,09,86-4077,FHA-general and Special Risk Guaranteed Loan Financing Account,N
0,09,86-4105,FHA-general and Special Risk Direct Loan Financing Account,N
0,09,86-4106,FHA-loan Guarantee Recovery Fund Financing Account,N
0,09,86-4072,FHA-general and Special Risk Insurance Funds Liquidating Account,N
0,09,86-4115,Housing for the Elderly or Handicapped Fund Liquidating Account,N
0,09,86-8119,Manufactured Housing Fees Trust Fund,N
0,12,86-0186,Guarantees of Mortgage-backed Securities Loan Guarantee Program Account,N
0,12,86-4240,Guarantees of Mortgage-backed Securities Financing Account,N
0,12,86-4238,Guarantees of Mortgage-backed Securities Liquidating Account,N
0,28,86-0108,Research and Technology,N
0,29,86-0144,Fair Housing Activities,N
0,32,86-0174,Lead Hazard Reduction,N
0,33,86-0408,Sustainable Housing and Communities Initiative,N
0,35,86-0335,"Administration, Operations and Management",N
0,35,86-0337,Public and Indian Housing Personnel Compensation and Benefits,N
0,35,86-0338,Community Planning and Development Personnel Compensation and Benefits,N
0,35,86-0334,Housing Personnel Compensation and Benefits,N
0,35,86-0336,Office of the Government National Mortgage Association Personnel Compensation and Benefits,N
0,35,86-0339,Policy Development and Research Personnel Compensation and Benefits,N
0,35,86-0340,Fair Housing and Equal Opportunity Personnel Compensation and Benefits,N
0,35,86-0341,Office of Healthy Homes and Lead Hazard Control Personnel Compensation and Benefits,N
0,35,86-0409,Office of Sustainable Housing and Communities Personnel Compensation and Benefits,N
0,35,86-0333,Executive Direction,N
0,35,86-0143,Salaries and Expenses,N
0,35,86-0189,Office of Inspector General,N
0,35,86-4586,Working Capital Fund,N
0,35,86-0402,Transformation Initiative,N
0,35,86-8093,Gifts and Bequests,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS—DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,N
0,00,14-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,14-181100,Rent and Bonuses from Land Leases for Resource Exploration and Extraction,N
0,00,14-182000,Rent and Bonuses on Outer Continental Shelf Lands,N
0,00,14-202000,Royalties on Outer Continental Shelf Lands,N
0,00,14-202500,Fee on Nonproducing Oil and Gas Leases,N
0,00,14-203200,Hardrock Mining Holding Fee,N
0,00,14-203900,"Royalties on Natural Resources, not Otherwise Classified",N
0,00,14-222900,"Sale of Timber, Wildlife and Other Natural Land Products, not Otherwise Classified",N
0,00,14-229500,Hardrock Revenues from Federal Lands,N
0,00,14-248400,"Receipts from Grazing Fees, Federal Share",N
0,00,14-272930,"Indian Loan Guarantee, Downward Reestimates of Subsidies",N
0,00,14-274230,"Bureau of Reclamation Loans, Downward Reestimates of Subsidies",N
0,00,14-274730,"Indian Direct Loan, Downward Reestimates of Subsidies",N
0,00,14-277430,"Assistance to American Samoa Direct Loans, Downward Reestimates of Subsidies",N
0,00,14-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,14-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,14-500021,"Reclamation Fund, Miscellaneous Interest",N
0,00,14-500024,"Reclamation Fund, Royalties on Natural Resources",N
0,00,14-500025,"Reclamation Fund, Sale of Timber and Other Products",N
0,00,14-500028,"Reclamation Fund, Other Proprietary Receipts from the Public",N
0,00,14-500029,"Reclamation Fund, Sale of Public Domain",N
0,00,14-500300,"Receipts from Mineral Leasing, Public Lands",N
0,00,14-500510,"Outer Continental Shelf Royalties, LWCF Share from Certain Gulf of Mexico Leases",N
0,00,14-500570,"Land and Water Conservation Fund, Rent Receipts, Outer Continental Shelf Lands",N
0,00,14-500580,"Land and Water Conservation Fund, Royalty Receipts, Outer Continental Shelf",N
0,00,14-500590,"Outer Continental Shelf Rents and Bonuses, LWCF Share from Certain Gulf of Mexico Leases",N
0,00,14-501560,"Abandoned Mine Reclamation Fund, Reclamation Fees",N
0,00,14-501570,Interest on Late Payment of Coal Mining Reclamation Fees,N
0,00,14-501590,"Earnings on Investments, Abandoned Mine Reclamation Fund",N
0,00,14-501600,"Receipts from Grazing, Etc., Public Lands outside Grazing Districts",N
0,00,14-501710,"Service Charges, Deposits, and Forfeitures, BLM",N
0,00,14-501810,Deposits for Road Maintenance and Reconstruction,N
0,00,14-502920,"Earnings on Investments, Federal Aid to Wildlife Restoration Fund",N
0,00,14-502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund",N
0,00,14-503200,"Receipts from Grazing, Etc., Public Lands within Grazing Districts",N
0,00,14-504510,"Receipts from Oil and Gas Leases, National Petroleum Reserve in Alaska, MMS",N
0,00,14-504810,"Rents and Charges for Quarters, Bureau of Land Management, Interior",N
0,00,14-504910,"Rents and Charges for Quarters, National Park Service",N
0,00,14-505010,"Rents and Charges for Quarters, Fish and Wildlife Service",N
0,00,14-505110,"Rents and Charges for Quarters, Bureau of Indian Affairs",N
0,00,14-505510,"Rents and Charges for Quarters, Geological Survey",N
0,00,14-506310,"Civil Penalties, Office of Surface Mining Reclamation and Enforcement",N
0,00,14-509110,National Wildlife Refuge Fund,N
0,00,14-510910,Recreation Enhancement Fee Program,N
0,00,14-511010,"Recreation Enhancement Fee, National Park System",N
0,00,14-511110,Hardrock Reclamation Fees,N
0,00,14-512910,Payments to States and Counties from Land Sales,N
0,00,14-513200,"Grazing Fees for Range Improvements, Taylor Grazing Act, As Amended",N
0,00,14-513710,Migratory Bird Hunting Stamps,N
0,00,14-513720,Custom Duties on Arms and Ammunition,N
0,00,14-514010,"Historic Preservation Fund, Rent Receipts, Outer Continental Shelf Lands",N
0,00,14-514110,"National Indian Gaming Commission, Gaming Activity Fees",N
0,00,14-514300,"Payment from the General Fund, Cooperative Endangered Species Conservation Fund",N
0,00,14-515730,Transfer from Lahonton Valley and Pyramid Lake Fish and Wildlife Fund,N
0,00,14-516310,"Rental Payments, Park Buildings Lease and Maintenance Fund",N
0,00,14-516410,"Transportation Fees, Transportation System Fund",N
0,00,14-516510,"Forest Ecosystem Health and Recovery, Disposal of Salvage Timber",N
0,00,14-516910,Concession Improvement Accounts Deposit,N
0,00,14-517330,"Central Valley Project Restoration Fund, Revenue",N
0,00,14-517420,"Interest on Principal, Utah Mitigation and Conservation Fund",N
0,00,14-517440,"Contributions from Project Beneficiaries (District), Utah Mitigation and Reclamation Fund",N
0,00,14-517450,"Contributions from Project Beneficiaries (WAPA), Utah Mitigation and Conservation Fund",N
0,00,14-518610,"Hetch Hetchy Dam Rental Payments, Yosemite Management Fund",N
0,00,14-519720,"Earnings on Investment, Tribal Economic Recovery Funds",N
0,00,14-519810,Natural Resources Damages from Legal Actions,N
0,00,14-519820,"Natural Resources Damages from Legal Actions, EOI",N
0,00,14-523210,"Land Sales, Southern Nevada Public Land Management",N
0,00,14-523220,"Earnings on Investments, Southern Nevada Public Land Management",N
0,00,14-524010,"Deposits, Operation and Maintenance, Indian Irrigation Systems",N
0,00,14-524020,"Earnings on Investments, Operation and Maintenance, Indian Irrigation Systems",N
0,00,14-524100,"Fines, Penalties, and Forfeitures from Migratory Bird Treaty Act, North American Wetlands Conservation Fund",N
0,00,14-524210,Alaska Resupply Program,N
0,00,14-524310,"National Forests Fund, Payments to States",N
0,00,14-524710,User Fees for Filming and Photography on Public Lands,N
0,00,14-524810,"Leases of Lands Acquired for Flood Control, Navigation, and Allied Purposes",N
0,00,14-524910,Timber Sale Pipeline Restoration Fund,N
0,00,14-525210,"Recreation Enhancement Fee, Fish and Wildlife Service",N
0,00,14-526010,"Surplus Land Sales, Federal Land Disposal Account",N
0,00,14-526210,"Annual Passes, National Park Passport Program",N
0,00,14-526510,"Federal Fund Payments, Tribal Special Fund",N
0,00,14-526520,"Earnings on Investment, Tribal Special Fund",N
0,00,14-526530,"Interest on Investments in GSEs, Tribal Special Fund",N
0,00,14-526540,"Return of Principal from Private Sector Investments, Tribal Special Fund",N
0,00,14-526550,"Miscellaneous Sales of Assets, Tribal Special Fund",N
0,00,14-526560,"Trust Fund Payments, Tribal Special Fund",N
0,00,14-541210,"Miscellaneous Fees, Glacier Bay National Park Resource Protection",N
0,00,14-541310,"Recreation Enhancement Fee, BLM",N
0,00,14-542520,"Interest Earned, Environmental Improvement and Restoration Fund",N
0,00,14-543110,Park Concessions Franchise Fees,N
0,00,14-546910,Lincoln County Land Act Land Sales,N
0,00,14-548310,"Federal Payments, San Gabriel Basin Restoration Fund",N
0,00,14-548330,"Non-Federal Contributions, San Gabriel Basin Restoration Fund",N
0,00,14-550110,"Gifts, Community Partnership Enhancement",N
0,00,14-553510,"Outer Continental Shelf Rentals and Bonuses, State Share from Certain Gulf of Mexico Leases",N
0,00,14-553520,Outer Continental Shelf Royalties,N
0,00,14-553710,San Joaquin River Restoration Fund Receipts,N
0,00,14-553730,San Joaquin River Restoration Fund Receipts,N
0,00,14-555410,"Washington County, Utah Land Acquisition Account",N
0,00,14-555630,Payment from Federal Land Disposal Account to Owyhee Land Acquisition Account,N
0,00,14-557210,"Outer Continental Shelf Revenues, Coastal Impact Assistance",N
0,00,14-557310,"Rent from Mineral Leases, Permit Processing Improvement Fund",N
0,00,14-557410,"Geothermal Lease Revenues, County Share",N
0,00,14-557510,"Geothermal Lease Revenues, Department of Interior Share",N
0,00,14-557610,Lease Revenues from Naval Petroleum Reserve Numbered 2 Lands,N
0,00,14-559310,Reclamation Water Settlements Fund,N
0,00,14-564810,"Power Revenues, Indian Irrigation Projects",N
0,00,14-564820,"Earnings on Investments, Indian Irrigation Projects",N
0,00,14-565610,"Revenues, Colorado River Dam Fund, Boulder Canyon Project",N
0,00,14-566310,"Deposits for Educational Expenses, Children of Employees, Yellowstone (including Visitor Fees, Leased Federal Acquired Properties)",N
0,00,14-567010,"Judgment Fund Payment, Trust Land Consolidation Fund",N
0,00,14-588100,Sale of Public Lands and Materials,N
0,00,14-588200,Oregon and California Land-grant Fund,N
0,00,14-588410,"Deposits, Oregon and California Grant Lands",N
0,00,14-589700,Coos Bay Wagon Road Grant Fund,N
0,00,14-589810,"Funds Reserved, Coos Bay Wagon Road Grant Lands",N
0,00,14-803010,"Federal Fund Payments, Tribal Trust Fund",N
0,00,14-803020,"Earnings on Investments, Tribal Trust Fund",N
0,00,14-803030,"Interest on Investments in GSEs, Tribal Trust Fund",N
0,00,14-803040,"Return of Principal from Private Sector Investments, Tribal Trust Fund",N
0,00,14-803050,"Miscellaneous Sales of Assets, Tribal Trust Fund",N
0,00,14-803710,Donations to National Park Service,N
0,00,14-806910,"Contributions and Deposits, BLM",N
0,00,14-807010,"Deposits, Reclamation Trust Funds",N
0,00,14-821610,"Deposits, Contributed Funds, Fish and Wildlife Service",N
0,00,14-836110,"Gifts and Donations, Bureau of Indian Affairs",N
0,00,14-856210,"Contributed Funds, Geological Survey",N
0,04,14-1109,Management of Lands and Resources,N
0,04,14-1110,Construction,N
0,04,14-1116,Oregon and California Grant Lands,N
0,04,14-5033,Land Acquisition,N
0,04,14-5132,Range Improvements,N
0,04,14-5017,"Service Charges, Deposits, and Forfeitures",N
0,04,14-9926,Permanent Operating Funds,N
0,04,14-9921,Miscellaneous Permanent Payment Accounts,N
0,04,14-5111,Hardrock Reclamation Fund,N
0,04,14-4053,Helium Fund,N
0,04,14-4525,Working Capital Fund,N
0,04,,Bureau of Land Management—Allocations Received from Other Acccounts,N
0,04,14-9971,Miscellaneous Trust Funds,N
0,04,,ADMINISTRATIVE PROVISIONS,N
0,06,14-1917,Ocean Energy Management,N
0,06,14-5572,Coastal Impact Assistance,N
0,08,14-1801,Regulation and Technology,N
0,08,14-5015,Abandoned Mine Reclamation Fund,N
0,08,14-1803,Payments to States in Lieu of Coal Fee Receipts,N
0,08,14-1804,Supplemental Payments to UMWA Health Plans,N
0,08,,ADMINISTRATIVE PROVISIONS,N
0,10,14-0680,Water and Related Resources,N
0,10,14-0687,California Bay-Delta Restoration,N
0,10,14-2636,Indian Water Rights Settlements,N
0,10,14-2638,Taos Settlement Fund,N
0,10,14-5593,Reclamation Water Settlements Fund,N
0,10,14-5000,Reclamation Fund,N
0,10,14-5065,Policy and Administration,N
0,10,14-5173,Central Valley Project Restoration Fund,N
0,10,14-5656,"Colorado River Dam Fund, Boulder Canyon Project",N
0,10,14-5483,San Gabriel Basin Restoration Fund,N
0,10,14-5537,San Joaquin Restoration Fund,N
0,10,14-4079,Lower Colorado River Basin Development Fund,N
0,10,14-4081,Upper Colorado River Basin Fund,N
0,10,14-4524,Working Capital Fund,N
0,10,14-0685,Bureau of Reclamation Loan Program Account,N
0,10,14-4547,Bureau of Reclamation Direct Loan Financing Account,N
0,10,14-0667,Bureau of Reclamation Loan Liquidating Account,N
0,10,14-8070,Reclamation Trust Funds,N
0,10,,ADMINISTRATIVE PROVISIONS,N
0,11,14-0787,Central Utah Project Completion Account,N
0,11,14-5174,Utah Reclamation Mitigation and Conservation Account,N
0,12,14-0804,"Surveys, Investigations, and Research",N
0,12,14-2630,National Land Imaging,N
0,12,14-4556,Working Capital Fund,N
0,12,,United States Geological Survey—Allocations Received from Other Accounts,N
0,12,14-8562,Contributed Funds,N
0,12,,ADMINISTRATIVE PROVISIONS,N
0,22,14-1700,Offshore Safety and Environmental Enforcement,N
0,22,14-8370,Oil Spill Research,N
0,18,14-1611,Resource Management,N
0,18,14-1612,Construction,N
0,18,14-1652,Multinational Species Conservation Fund,N
0,18,14-1696,Neotropical Migratory Bird Conservation,N
0,18,14-1694,State and Tribal Wildlife Grants,N
0,18,14-5020,Land Acquisition,N
0,18,14-5496,Landowner Incentive Program,N
0,18,14-5495,Private Stewardship Grants,N
0,18,14-5137,Migratory Bird Conservation Account,N
0,18,,Coastal Impact Assistance,N
0,18,14-5241,North American Wetlands Conservation Fund,N
0,18,14-5143,Cooperative Endangered Species Conservation Fund,N
0,18,14-5091,National Wildlife Refuge Fund,N
0,18,14-5252,"Recreation Enhancement Fee Program, FWS",N
0,18,14-5029,Federal Aid in Wildlife Restoration,N
0,18,14-5579,Coastal Impact Assistance,N
0,18,14-9927,Miscellaneous Permanent Appropriations,N
0,18,,United States Fish and Wildlife Service—Allocations Received from Other Accounts,N
0,18,14-8151,Sport Fish Restoration,N
0,18,14-8216,Contributed Funds,N
0,18,,ADMINISTRATIVE PROVISIONS,N
0,24,14-1036,Operation of the National Park System,N
0,24,14-2645,Park Partnership Project Grants,N
0,24,14-1049,United States Park Police,N
0,24,14-1042,National Recreation and Preservation,N
