schedule_seq,account_seq,bureau_code,treasury-id,schedule-code,schedule-treasury-id,schedule-name,col3_head,col4_head,col5_head
838,0,10,97-0811,VMIL01970811,97-0811-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
839,0,10,97-0811,VMIL09970811,97-0811-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
840,0,10,97-0819,VMIL01970819,97-0819-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
841,0,10,97-0819,VMIL09970819,97-0819-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
842,0,10,97-0134,VMIL01970134,97-0134-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
843,0,10,97-0134,VMIL09970134,97-0134-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
844,0,10,97-0462,VMIL01970462,97-0462-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
845,0,10,21-2091,VMIL01212091,21-2091-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
846,0,10,21-2091,VMIL02212091,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
847,0,10,21-2091,VMIL09212091,21-2091-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
848,0,10,21-2092,VMIL01212092,21-2092-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
849,0,10,21-2092,VMIL09212092,21-2092-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
850,0,10,97-0111,VMIL01970111,97-0111-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
851,0,10,97-0111,VMIL09970111,97-0111-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
852,0,10,97-0111,VMIL10970111,97-0111-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
853,0,10,97-0833,VMIL01970833,97-0833-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
854,0,10,97-4965,VMIL01974965,97-4965-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
855,0,10,97-9927,VMIL00979927,97-9927-0-2-051,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
856,0,10,97-9927,VMIL01979927,97-9927-0-2-051,Program and Financing,2011 actual,2012 est.,2013 est.
857,0,10,97-9922,VMIL00979922,97-9922-0-2-051,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
858,0,10,97-9922,VMIL01979922,97-9922-0-2-051,Program and Financing,2011 actual,2012 est.,2013 est.
859,0,10,97-9922,VMIL09979922,97-9922-0-2-051,Object Classification,2011 actual,2012 est.,2013 est.
860,0,10,97-5188,VMIL00975188,97-5188-0-2-051,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
861,0,10,97-5188,VMIL01975188,97-5188-0-2-051,Program and Financing,2011 actual,2012 est.,2013 est.
862,0,10,97-5188,VMIL09975188,97-5188-0-2-051,Object Classification,2011 actual,2012 est.,2013 est.
863,0,10,97-5189,VMIL00975189,97-5189-0-2-051,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
864,0,10,97-5189,VMIL01975189,97-5189-0-2-051,Program and Financing,2011 actual,2012 est.,2013 est.
865,0,10,97-5189,VMIL09975189,97-5189-0-2-051,Object Classification,2011 actual,2012 est.,2013 est.
866,0,10,97-5193,VMIL01975193,97-5193-0-2-051,Program and Financing,2011 actual,2012 est.,2013 est.
867,0,10,97-5750,VMIL01975750,97-5750-0-2-051,Program and Financing,2011 actual,2012 est.,2013 est.
868,0,12,21-2090,VMIL01212090,21-2090-0-1-151,Program and Financing,2011 actual,2012 est.,2013 est.
869,0,12,21-2089,VMIL01212089,21-2089-0-1-151,Program and Financing,2011 actual,2012 est.,2013 est.
870,0,15,21-2031,VMIL01212031,21-2031-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
871,0,15,21-2031,VMIL02212031,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
872,0,15,21-2031,VMIL09212031,21-2031-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
873,0,15,21-2032,VMIL01212032,21-2032-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
874,0,15,21-2032,VMIL02212032,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
875,0,15,21-2032,VMIL09212032,21-2032-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
876,0,15,21-2033,VMIL01212033,21-2033-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
877,0,15,21-2033,VMIL02212033,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
878,0,15,21-2033,VMIL09212033,21-2033-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
879,0,15,21-2034,VMIL01212034,21-2034-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
880,0,15,21-2034,VMIL02212034,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
881,0,15,21-2034,VMIL03212034,21-2034-0-1-051,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
882,0,15,21-2034,VMIL09212034,21-2034-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
883,0,15,21-2035,VMIL01212035,21-2035-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
884,0,15,21-2035,VMIL02212035,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
885,0,15,21-2035,VMIL09212035,21-2035-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
886,0,15,21-2093,VMIL01212093,21-2093-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
887,0,15,21-2093,VMIL02212093,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
888,0,15,21-2093,VMIL09212093,21-2093-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
889,0,15,17-1506,VMIL01171506,17-1506-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
890,0,15,17-1506,VMIL02171506,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
891,0,15,17-1506,VMIL09171506,17-1506-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
892,0,15,17-1507,VMIL01171507,17-1507-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
893,0,15,17-1507,VMIL02171507,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
894,0,15,17-1507,VMIL09171507,17-1507-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
895,0,15,17-1508,VMIL01171508,17-1508-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
896,0,15,17-1508,VMIL02171508,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
897,0,15,17-1508,VMIL09171508,17-1508-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
898,0,15,17-1611,VMIL01171611,17-1611-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
899,0,15,17-1611,VMIL09171611,17-1611-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
900,0,15,17-1810,VMIL01171810,17-1810-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
901,0,15,17-1810,VMIL02171810,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
902,0,15,17-1810,VMIL09171810,17-1810-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
903,0,15,17-0380,VMIL01170380,17-0380-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
904,0,15,17-1109,VMIL01171109,17-1109-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
905,0,15,17-1109,VMIL02171109,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
906,0,15,17-1109,VMIL09171109,17-1109-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
907,0,15,57-3010,VMIL01573010,57-3010-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
908,0,15,57-3010,VMIL02573010,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
909,0,15,57-3010,VMIL09573010,57-3010-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
910,0,15,57-3020,VMIL01573020,57-3020-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
911,0,15,57-3020,VMIL02573020,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
912,0,15,57-3020,VMIL09573020,57-3020-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
913,0,15,57-3011,VMIL01573011,57-3011-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
914,0,15,57-3011,VMIL02573011,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
915,0,15,57-3011,VMIL09573011,57-3011-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
916,0,15,57-3080,VMIL01573080,57-3080-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
917,0,15,57-3080,VMIL02573080,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
918,0,15,57-3080,VMIL09573080,57-3080-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
919,0,15,97-0300,VMIL01970300,97-0300-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
920,0,15,97-0300,VMIL02970300,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
921,0,15,97-0300,VMIL09970300,97-0300-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
922,0,15,97-0350,VMIL01970350,97-0350-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
923,0,15,97-0360,VMIL01970360,97-0360-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
924,0,15,97-0360,VMIL09970360,97-0360-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
925,0,15,97-0390,VMIL01970390,97-0390-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
926,0,15,97-0390,VMIL09970390,97-0390-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
927,0,15,97-0303,VMIL01970303,97-0303-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
928,0,15,97-0303,VMIL02970303,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
929,0,15,97-0144,VMIL01970144,97-0144-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
930,0,15,21-4275,VMIL01214275,21-4275-0-3-051,Program and Financing,2011 actual,2012 est.,2013 est.
931,0,15,21-4275,VMIL05214275,21-4275-0-3-051,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
932,0,15,21-4275,VMIL07214275,21-4275-0-3-051,Balance Sheet,2010 actual,2011 actual,NA
933,0,20,21-2040,VMIL01212040,21-2040-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
934,0,20,21-2040,VMIL02212040,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
935,0,20,21-2040,VMIL09212040,21-2040-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
936,0,20,21-2040,VMIL10212040,21-2040-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
937,0,20,17-1319,VMIL01171319,17-1319-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
938,0,20,17-1319,VMIL02171319,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
939,0,20,17-1319,VMIL09171319,17-1319-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
940,0,20,17-1319,VMIL10171319,17-1319-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
941,0,20,57-3600,VMIL01573600,57-3600-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
942,0,20,57-3600,VMIL02573600,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
943,0,20,57-3600,VMIL09573600,57-3600-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
944,0,20,57-3600,VMIL10573600,57-3600-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
945,0,20,57-3024,VMIL01573024,57-3024-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
946,0,20,97-0400,VMIL01970400,97-0400-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
947,0,20,97-0400,VMIL02970400,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
948,0,20,97-0400,VMIL09970400,97-0400-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
949,0,20,97-0400,VMIL10970400,97-0400-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
950,0,20,97-0460,VMIL01970460,97-0460-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
951,0,20,97-0460,VMIL09970460,97-0460-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
952,0,25,21-2050,VMIL01212050,21-2050-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
953,0,25,21-2050,VMIL09212050,21-2050-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
954,0,25,21-2050,VMIL10212050,21-2050-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
955,0,25,17-1205,VMIL01171205,17-1205-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
956,0,25,17-1205,VMIL09171205,17-1205-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
957,0,25,57-3300,VMIL01573300,57-3300-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
958,0,25,57-3300,VMIL09573300,57-3300-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
959,0,25,97-0500,VMIL01970500,97-0500-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
960,0,25,97-0500,VMIL09970500,97-0500-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
961,0,25,97-0804,VMIL01970804,97-0804-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
962,0,25,97-0804,VMIL09970804,97-0804-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
963,0,25,21-2085,VMIL01212085,21-2085-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
964,0,25,21-2085,VMIL09212085,21-2085-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
965,0,25,57-3830,VMIL01573830,57-3830-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
966,0,25,21-2086,VMIL01212086,21-2086-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
967,0,25,17-1235,VMIL01171235,17-1235-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
968,0,25,57-3730,VMIL01573730,57-3730-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
969,0,25,97-0391,VMIL01970391,97-0391-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
970,0,25,97-0510,VMIL01970510,97-0510-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
971,0,25,97-0510,VMIL09970510,97-0510-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
972,0,25,97-0512,VMIL01970512,97-0512-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
973,0,25,97-0512,VMIL09970512,97-0512-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
974,0,25,97-0803,VMIL01970803,97-0803-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
975,0,30,21-0720,VMIL01210720,21-0720-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
976,0,30,21-0725,VMIL01210725,21-0725-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
977,0,30,21-0725,VMIL09210725,21-0725-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
978,0,30,21-0725,VMIL10210725,21-0725-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
979,0,30,17-0730,VMIL01170730,17-0730-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
980,0,30,17-0735,VMIL01170735,17-0735-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
981,0,30,17-0735,VMIL09170735,17-0735-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
982,0,30,17-0735,VMIL10170735,17-0735-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
983,0,30,57-0740,VMIL01570740,57-0740-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
984,0,30,57-0740,VMIL09570740,57-0740-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
985,0,30,57-0745,VMIL01570745,57-0745-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
986,0,30,57-0745,VMIL09570745,57-0745-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
987,0,30,97-0760,VMIL01970760,97-0760-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
988,0,30,97-0765,VMIL01970765,97-0765-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
989,0,30,97-0765,VMIL09970765,97-0765-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
990,0,30,97-4090,VMIL01974090,97-4090-0-3-051,Program and Financing,2011 actual,2012 est.,2013 est.
991,0,30,97-4090,VMIL09974090,97-4090-0-3-051,Object Classification,2011 actual,2012 est.,2013 est.
992,0,30,97-0834,VMIL01970834,97-0834-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
993,0,30,97-0834,VMIL03970834,97-0834-0-1-051,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
994,0,30,97-0834,VMIL09970834,97-0834-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
995,0,30,97-4166,VMIL01974166,97-4166-0-3-051,Program and Financing,2011 actual,2012 est.,2013 est.
996,0,30,97-4166,VMIL04974166,97-4166-0-3-051,Status of Direct Loans,2011 actual,2012 est.,2013 est.
997,0,30,97-4166,VMIL07974166,97-4166-0-3-051,Balance Sheet,2010 actual,2011 actual,NA
998,0,30,97-4167,VMIL01974167,97-4167-0-3-051,Program and Financing,2011 actual,2012 est.,2013 est.
999,0,30,97-4167,VMIL05974167,97-4167-0-3-051,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
1000,0,30,97-4167,VMIL07974167,97-4167-0-3-051,Balance Sheet,2010 actual,2011 actual,NA
1001,0,40,97-4555,VMIL01974555,97-4555-0-3-051,Program and Financing,2011 actual,2012 est.,2013 est.
1002,0,40,97-4555,VMIL09974555,97-4555-0-3-051,Object Classification,2011 actual,2012 est.,2013 est.
1003,0,40,97-4555,VMIL10974555,97-4555-0-3-051,Employment Summary,2011 actual,2012 est.,2013 est.
1004,0,40,97-4950,VMIL01974950,97-4950-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1005,0,40,97-4950,VMIL09974950,97-4950-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1006,0,40,97-4950,VMIL10974950,97-4950-0-4-051,Employment Summary,2011 actual,2012 est.,2013 est.
1007,0,40,17-4557,VMIL01174557,17-4557-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1008,0,40,17-4557,VMIL09174557,17-4557-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1009,0,40,97-493001,VMIL01974930,97-493001-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1010,0,40,97-493001,VMIL02974930,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
1011,0,40,97-493001,VMIL09974930,97-493001-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1012,0,40,97-493001,VMIL10974930,97-493001-0-4-051,Employment Summary,2011 actual,2012 est.,2013 est.
1013,0,40,97-493002,VMIL01974930,97-493002-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1014,0,40,97-493002,VMIL09974930,97-493002-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1015,0,40,97-493002,VMIL10974930,97-493002-0-4-051,Employment Summary,2011 actual,2012 est.,2013 est.
1016,0,40,97-493003,VMIL01974930,97-493003-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1017,0,40,97-493003,VMIL02974930,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
1018,0,40,97-493003,VMIL09974930,97-493003-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1019,0,40,97-493003,VMIL10974930,97-493003-0-4-051,Employment Summary,2011 actual,2012 est.,2013 est.
1020,0,40,97-493005,VMIL01974930,97-493005-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1021,0,40,97-493005,VMIL02974930,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
1022,0,40,97-493005,VMIL09974930,97-493005-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1023,0,40,97-493005,VMIL10974930,97-493005-0-4-051,Employment Summary,2011 actual,2012 est.,2013 est.
1024,0,40,97-493004,VMIL01974930,97-493004-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
1025,0,40,97-493004,VMIL09974930,97-493004-0-4-051,Object Classification,2011 actual,2012 est.,2013 est.
1026,0,40,97-493004,VMIL10974930,97-493004-0-4-051,Employment Summary,2011 actual,2012 est.,2013 est.
1027,0,40,97-4931,VMIL01974931,97-4931-0-4-051,Program and Financing,2011 actual,2012 est.,2013 est.
